_c0,id,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,order_purchase_timestamp,order_aproved_at,order_estimated_delivery_date,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,votes_before_estimate,votes_delayed,votes_low_quality,votes_return,votes_not_as_anounced,votes_partial_delivery,votes_other_delivery,votes_other_order,votes_satisfied,most_voted_subclass,most_voted_class,ts,datetype,week_of_month,day_of_week,order_deliver_timestamp,order_purchase_timestamp_conv,deliver_time
2849,2850,delivered,18.99,15.1,1,1,2017-06-18T22:17:25.000Z,2017-06-20T11:05:26.327Z,2017-07-17T00:00:00.000Z,2017-07-06T12:07:42.961Z,Anapolis,GO,751,telefonia,30,405,3,1,"",como devo proceder para ser ressarcida,2017-07-07T00:00:00.000Z,2017-07-11 17:33:10+00:00,0,0,0,3,0,0,0,0,0,devolucao,problemas_de_qualidade,2017-06-18T22:17:25.000Z,2017-06-18,4,1,2017-07-06T12:07:42.961Z,2017-06-18T22:17:25.000Z,1518617
2850,2851,delivered,148.9,21.53,1,1,2018-01-17T19:15:25.000Z,2018-01-17T19:31:01.179Z,2018-02-16T00:00:00.000Z,2018-02-21T20:38:52.866Z,Sao Paulo,SP,28,cama_mesa_banho,60,744,2,1,"",estou aguardando os travesseiros já faz quase um mês que comprei e nada a data limite era dia 15 hoje é 19 ainda nada,2018-02-18T00:00:00.000Z,2018-02-19 06:28:49+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-01-17T19:15:25.000Z,2018-01-17,3,4,2018-02-21T20:38:52.866Z,2018-01-17T19:15:25.000Z,3029007
2851,2852,delivered,49.9,7.78,1,1,2017-07-21T09:26:18.000Z,2017-07-25T03:30:35.266Z,2017-08-15T00:00:00.000Z,2017-07-31T14:09:22.449Z,Sao Paulo,SP,48,fashion_bolsas_e_acessorios,46,418,4,5,"",gostei muito do produto e do tempo de entrega super rapido,2017-08-01T00:00:00.000Z,2017-08-01 22:52:44+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-07-21T09:26:18.000Z,2017-07-21,4,6,2017-07-31T14:09:22.449Z,2017-07-21T09:26:18.000Z,880984
2852,2853,delivered,24.9,17.45,1,2,2018-02-04T21:19:44.000Z,2018-02-04T21:35:23.807Z,2018-03-01T00:00:00.000Z,2018-02-06T15:42:58.669Z,Sao Paulo,SP,14,cama_mesa_banho,60,58,1,2,"",chegou apenas um dos produtos que comprei,2018-02-07T00:00:00.000Z,2018-02-09 20:29:24+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2018-02-04T21:19:44.000Z,2018-02-04,2,1,2018-02-06T15:42:58.669Z,2018-02-04T21:19:44.000Z,152594
2853,2854,delivered,65.0,16.89,1,1,2017-07-08T03:17:37.000Z,2017-07-08T03:35:25.394Z,2017-08-04T00:00:00.000Z,2017-07-20T21:03:14.338Z,Marica,RJ,249,esporte_lazer,26,1465,1,5,"",superou minhas expectativas chegou bem antes do prazo,2017-07-21T00:00:00.000Z,2017-07-24 12:33:45+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-07-08T03:17:37.000Z,2017-07-08,2,7,2017-07-20T21:03:14.338Z,2017-07-08T03:17:37.000Z,1100737
2854,2855,delivered,799.99,14.41,1,1,2017-08-22T13:25:49.000Z,2017-08-22T13:45:49.080Z,2017-09-04T00:00:00.000Z,2017-08-30T21:57:57.262Z,Campinas,SP,130,relogios_presentes,40,629,2,5,"",excelente produto ótimo e a entrega foi antes do prazo,2017-08-31T00:00:00.000Z,2017-09-01 15:45:24+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-08-22T13:25:49.000Z,2017-08-22,4,3,2017-08-30T21:57:57.262Z,2017-08-22T13:25:49.000Z,721928
2855,2856,delivered,319.9,16.99,1,1,2018-02-23T01:55:20.000Z,2018-02-23T02:29:00.161Z,2018-03-16T00:00:00.000Z,2018-03-06T13:42:33.226Z,Sao Paulo,SP,22,perfumaria,33,849,1,2,"",só achei que o perfume não fixa bem sai logo o cheiro,2018-03-07T00:00:00.000Z,2018-03-08 08:34:45+00:00,0,0,3,0,0,0,0,0,0,baixa_qualidade,problemas_de_qualidade,2018-02-23T01:55:20.000Z,2018-02-23,4,6,2018-03-06T13:42:33.226Z,2018-02-23T01:55:20.000Z,992833
2856,2857,delivered,69.9,167.05,1,6,2017-06-20T12:39:46.000Z,2017-06-22T02:25:20.671Z,2017-07-12T00:00:00.000Z,2017-06-30T12:41:24.645Z,Castro,PR,841,moveis_decoracao,63,603,2,1,"",ainda quero o produtoq que comprei ou a lannister deve devolver meu dinheiro,2017-07-01T00:00:00.000Z,2017-07-03 13:49:55+00:00,0,1,0,2,0,0,0,0,0,devolucao,problemas_de_qualidade,2017-06-20T12:39:46.000Z,2017-06-20,4,3,2017-06-30T12:41:24.645Z,2017-06-20T12:39:46.000Z,864098
2857,2858,delivered,154.9,18.33,1,1,2017-05-27T20:46:05.000Z,2017-05-27T21:01:54.286Z,2017-06-23T00:00:00.000Z,2017-06-05T12:24:57.601Z,Campo Bom,RS,937,esporte_lazer,59,938,4,5,"",otimo produto chegou em boas condições,2017-06-06T00:00:00.000Z,2017-06-07 14:13:38+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-05-27T20:46:05.000Z,2017-05-27,4,7,2017-06-05T12:24:57.601Z,2017-05-27T20:46:05.000Z,747532
2858,2859,delivered,49.9,16.11,1,1,2017-09-06T14:25:10.000Z,2017-09-06T14:35:10.572Z,2017-10-02T00:00:00.000Z,2017-09-22T12:14:18.362Z,Quilometro 14 do Mutum,ES,297,moveis_decoracao,45,920,1,5,"",ótimo,2017-09-23T00:00:00.000Z,2018-03-01 00:22:18+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-06T14:25:10.000Z,2017-09-06,2,4,2017-09-22T12:14:18.362Z,2017-09-06T14:25:10.000Z,1374548
2859,2860,delivered,15.55,15.11,1,1,2017-11-26T10:56:08.000Z,2017-11-30T15:14:07.520Z,2017-12-18T00:00:00.000Z,2017-12-27T19:19:00.285Z,RIO DE JANEIRO,RJ,202,utilidades_domesticas,37,261,2,1,"",até o momento não recebi o produto pago,2017-12-20T00:00:00.000Z,2017-12-20 09:59:07+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-26T10:56:08.000Z,2017-11-26,5,1,2017-12-27T19:19:00.285Z,2017-11-26T10:56:08.000Z,2708572
2860,2861,delivered,99.99,15.66,1,4,2017-12-11T22:35:29.000Z,2017-12-11T23:36:00.845Z,2018-01-10T00:00:00.000Z,2017-12-27T00:09:05.282Z,Cachoeira Alta,GO,758,cool_stuff,56,1024,1,2,"",o compra veio pela metade não recebi meu cobertor microfribra de berço rosa a bolça vermelha veio,2017-12-28T00:00:00.000Z,2017-12-28 14:03:53+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-12-11T22:35:29.000Z,2017-12-11,3,2,2017-12-27T00:09:05.282Z,2017-12-11T22:35:29.000Z,1301616
2861,2862,delivered,55.0,15.83,1,1,2017-12-02T11:20:41.000Z,2017-12-05T10:30:54.893Z,2018-01-02T00:00:00.000Z,2018-01-04T23:13:47.465Z,Salvador,BA,417,relogios_presentes,57,266,3,5,"",estou muito contente com o produto e rapido na entrega,2018-01-04T00:00:00.000Z,2018-01-06 02:26:27+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-12-02T11:20:41.000Z,2017-12-02,1,7,2018-01-04T23:13:47.465Z,2017-12-02T11:20:41.000Z,2893986
2862,2863,delivered,72.9,18.04,1,3,2017-08-16T13:10:42.000Z,2017-08-16T13:30:20.049Z,2017-09-26T00:00:00.000Z,2017-09-05T18:43:15.566Z,Alto Boa Vista,MT,786,moveis_decoracao,60,458,1,2,"",01 00000089 pedido referente a três cortinas pvc corta luz duas foram entregues uma não e aparece no status do pedido como todos os produto entregue,2017-09-06T00:00:00.000Z,2017-09-11 15:46:19+00:00,0,0,0,0,0,1,0,0,0,"","",2017-08-16T13:10:42.000Z,2017-08-16,3,4,2017-09-05T18:43:15.566Z,2017-08-16T13:10:42.000Z,1747953
2863,2864,delivered,34.9,16.11,1,1,2017-12-11T21:44:29.000Z,2017-12-11T21:55:33.664Z,2018-01-09T00:00:00.000Z,2017-12-28T16:07:28.963Z,Belo Horizonte,MG,315,cama_mesa_banho,55,134,3,5,"",compra entrega e produto satisfaorios,2017-12-29T00:00:00.000Z,2017-12-29 23:42:45+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-12-11T21:44:29.000Z,2017-12-11,3,2,2017-12-28T16:07:28.963Z,2017-12-11T21:44:29.000Z,1448579
2864,2865,delivered,69.9,14.58,1,1,2018-03-13T15:54:29.000Z,2018-03-13T16:28:38.415Z,2018-03-29T00:00:00.000Z,2018-03-19T19:18:59.659Z,Sao Paulo,SP,47,cama_mesa_banho,58,689,1,4,"",entregue antes do tempo estimado amei,2018-03-20T00:00:00.000Z,2018-03-21 17:00:18+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-03-13T15:54:29.000Z,2018-03-13,3,3,2018-03-19T19:18:59.659Z,2018-03-13T15:54:29.000Z,530670
2865,2866,delivered,69.9,18.37,1,1,2018-03-10T10:56:25.000Z,2018-03-10T11:10:34.434Z,2018-04-04T00:00:00.000Z,2018-03-20T20:42:43.885Z,Itajuba,MG,375,informatica_acessorios,52,118,2,5,"",demorou mas dentro do prazo lannister sempre bem e satisfação obrigado,2018-03-21T00:00:00.000Z,2018-03-22 04:08:18+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-10T10:56:25.000Z,2018-03-10,2,7,2018-03-20T20:42:43.885Z,2018-03-10T10:56:25.000Z,899178
2866,2867,delivered,28.98,15.1,1,1,2017-09-25T17:47:41.000Z,2017-09-26T03:35:23.332Z,2017-10-27T00:00:00.000Z,2017-10-13T22:13:57.905Z,Santa Rosa,RS,987,telefonia,54,699,3,5,"",recomendo,2017-10-14T00:00:00.000Z,2017-10-15 04:03:18+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-25T17:47:41.000Z,2017-09-25,5,2,2017-10-13T22:13:57.905Z,2017-09-25T17:47:41.000Z,1571176
2867,2868,delivered,57.0,20.8,1,1,2018-02-07T12:08:22.000Z,2018-02-09T10:11:58.102Z,2018-03-12T00:00:00.000Z,2018-03-05T21:09:19.112Z,Recife,PE,510,cama_mesa_banho,47,1339,1,5,"",gostei é de qualidade,2018-03-06T00:00:00.000Z,2018-03-09 13:57:34+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-07T12:08:22.000Z,2018-02-07,2,4,2018-03-05T21:09:19.112Z,2018-02-07T12:08:22.000Z,2278857
2868,2869,delivered,39.9,15.11,1,1,2018-03-04T13:44:58.000Z,2018-03-04T14:08:43.592Z,2018-03-21T00:00:00.000Z,2018-03-14T21:16:37.768Z,Belo Horizonte,MG,301,eletronicos,52,293,2,3,"",chegou dentro do prazo prometido 12 dias úteis mas esse prazo me parece muito longo compro produtos da amazon com nos estados unidos e eles chegam mais rápido,2018-03-15T00:00:00.000Z,2018-03-16 11:49:20+00:00,0,0,0,0,0,0,3,0,0,outro_entrega,problemas_de_entrega,2018-03-04T13:44:58.000Z,2018-03-04,2,1,2018-03-14T21:16:37.768Z,2018-03-04T13:44:58.000Z,891099
2869,2870,delivered,431.1,82.04,2,1,2017-04-08T09:16:02.000Z,2017-04-08T09:30:15.260Z,2017-05-16T00:00:00.000Z,2017-05-02T16:01:11.985Z,Brumado,BA,461,informatica_acessorios,60,994,1,5,"",recomendo chegou tudo certinho,2017-05-03T00:00:00.000Z,2017-05-04 15:28:51+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-04-08T09:16:02.000Z,2017-04-08,2,7,2017-05-02T16:01:11.985Z,2017-04-08T09:16:02.000Z,2097909
2870,2871,delivered,159.0,26.39,1,1,2017-06-14T09:29:33.000Z,2017-06-17T03:46:49.090Z,2017-07-19T00:00:00.000Z,2017-06-28T10:29:43.960Z,Caruaru,PE,550,eletrodomesticos,59,207,3,5,"",ótimo recomendo a todos,2017-06-29T00:00:00.000Z,2017-06-29 22:12:17+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-06-14T09:29:33.000Z,2017-06-14,3,4,2017-06-28T10:29:43.960Z,2017-06-14T09:29:33.000Z,1213210
2871,2872,delivered,40.0,15.1,1,1,2017-05-21T19:14:44.000Z,2017-05-23T04:15:27.278Z,2017-06-20T00:00:00.000Z,2017-06-01T17:07:58.350Z,Itapeva,MG,376,eletronicos,25,101,1,5,"",produto entregue,2017-06-02T00:00:00.000Z,2017-06-03 20:20:19+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-05-21T19:14:44.000Z,2017-05-21,4,1,2017-06-01T17:07:58.350Z,2017-05-21T19:14:44.000Z,942794
2872,2873,delivered,72.9,18.04,1,3,2017-08-16T13:10:42.000Z,2017-08-16T13:30:20.049Z,2017-09-26T00:00:00.000Z,2017-09-05T18:43:15.566Z,Alto Boa Vista,MT,786,moveis_decoracao,60,458,1,2,"",01 00000089 pedido referente a três cortinas pvc corta luz duas foram entregues uma não e aparece no status do pedido como todos os produto entregue,2017-09-06T00:00:00.000Z,2017-09-11 15:46:19+00:00,0,0,0,0,0,2,0,0,0,entrega_parcial,problemas_de_entrega,2017-08-16T13:10:42.000Z,2017-08-16,3,4,2017-09-05T18:43:15.566Z,2017-08-16T13:10:42.000Z,1747953
2873,2874,delivered,59.99,7.78,1,1,2017-05-09T02:52:05.000Z,2017-05-09T03:02:36.879Z,2017-06-05T00:00:00.000Z,2017-05-10T13:00:16.785Z,Santana de Parnaiba,SP,65,brinquedos,34,867,2,5,"",tudo certo e chegou rapidinho,2017-05-11T00:00:00.000Z,2017-05-13 02:12:34+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-05-09T02:52:05.000Z,2017-05-09,2,3,2017-05-10T13:00:16.785Z,2017-05-09T02:52:05.000Z,122891
2874,2875,delivered,29.9,16.79,1,1,2017-12-02T08:48:54.000Z,2017-12-02T09:00:05.381Z,2018-01-05T00:00:00.000Z,2018-01-16T11:52:45.870Z,Cuiaba,MT,780,beleza_saude,55,388,1,1,"",ainda não recebi o produto,2018-01-07T00:00:00.000Z,2018-01-09 15:54:51+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-12-02T08:48:54.000Z,2017-12-02,1,7,2018-01-16T11:52:45.870Z,2017-12-02T08:48:54.000Z,3899031
2875,2876,delivered,89.0,18.19,1,1,2017-08-26T21:53:54.000Z,2017-08-26T22:16:12.280Z,2017-09-22T00:00:00.000Z,2017-09-08T22:42:27.141Z,Feira de Santana,BA,440,brinquedos,53,650,2,4,"",tudo ok produto de acordo com o anunciado só não foi melhor porque a entrega foi pelos correios empresa estatal que presta um péssimo serviço mas dessa vez entregaram no prazo,2017-09-09T00:00:00.000Z,2017-09-10 18:45:41+00:00,0,0,0,0,0,0,2,0,1,outro_entrega,problemas_de_entrega,2017-08-26T21:53:54.000Z,2017-08-26,4,7,2017-09-08T22:42:27.141Z,2017-08-26T21:53:54.000Z,1126113
2876,2877,delivered,139.99,51.48,1,1,2018-03-12T08:09:56.000Z,2018-03-13T04:15:48.327Z,2018-04-06T00:00:00.000Z,2018-04-25T19:03:51.210Z,Campo Maior,PI,642,relogios_presentes,35,1180,1,1,"",no status de entrega a dias que consta dificuldade na entrega sem nenhuma explicação e até o momento em que escrevo esta mensagem o produto não chegou estou decepcionada,2018-04-11T00:00:00.000Z,2018-04-11 19:53:06+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-03-12T08:09:56.000Z,2018-03-12,3,2,2018-04-25T19:03:51.210Z,2018-03-12T08:09:56.000Z,3840835
2877,2878,delivered,79.99,16.32,1,1,2018-02-04T18:39:24.000Z,2018-02-06T04:33:11.992Z,2018-03-05T00:00:00.000Z,2018-02-22T17:53:02.184Z,Ituiutaba,MG,383,eletronicos,53,2922,1,4,"",muito bom e entrega dentro do prazo,2018-02-23T00:00:00.000Z,2018-02-25 20:09:35+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-04T18:39:24.000Z,2018-02-04,2,1,2018-02-22T17:53:02.184Z,2018-02-04T18:39:24.000Z,1552418
2878,2879,delivered,422.0,22.92,1,1,2017-10-22T23:16:58.000Z,2017-10-23T03:33:00.368Z,2017-11-09T00:00:00.000Z,2017-10-31T21:35:42.285Z,Dracena,SP,179,cama_mesa_banho,58,293,1,4,"",entrega rápida bom produto,2017-11-01T00:00:00.000Z,2017-11-02 04:16:24+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-10-22T23:16:58.000Z,2017-10-22,4,1,2017-10-31T21:35:42.285Z,2017-10-22T23:16:58.000Z,771524
2879,2880,shipped,34.49,14.1,1,1,2017-11-12T17:27:39.000Z,2017-11-12T17:46:37.150Z,2017-12-01T00:00:00.000Z,"",RIO DE JANEIRO,RJ,227,beleza_saude,33,1087,1,1,"",não recebi meu produto e só atualizaram o rastreio depois do prazo de entrega acabar correio mentiu dizendo que me neguei à receber quero meu dinheiro de volta inclusive o frete,2017-12-03T00:00:00.000Z,2017-12-03 23:59:36+00:00,0,1,0,2,0,0,0,0,0,devolucao,problemas_de_qualidade,2017-11-12T17:27:39.000Z,2017-11-12,3,1,"",2017-11-12T17:27:39.000Z,""
2880,2881,delivered,119.8,15.56,2,1,2017-05-31T12:53:17.000Z,2017-05-31T13:11:13.038Z,2017-06-13T00:00:00.000Z,2017-06-02T12:08:13.883Z,Sao Paulo,SP,41,moveis_decoracao,52,1786,2,5,"",chegou muito mais rápido do que o prazo no site qualidade ótima e super fácil de instalar recomendadíssimo,2017-06-03T00:00:00.000Z,2017-06-08 15:50:13+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-05-31T12:53:17.000Z,2017-05-31,5,4,2017-06-02T12:08:13.883Z,2017-05-31T12:53:17.000Z,170096
2881,2882,delivered,68.9,12.82,1,1,2017-05-24T12:43:47.000Z,2017-05-26T02:25:25.350Z,2017-06-13T00:00:00.000Z,2017-06-08T14:22:22.992Z,Cotia,SP,67,cama_mesa_banho,56,502,3,2,"",não gostei porque tive que buscar no correio pois não entregaram no meu endereço,2017-06-09T00:00:00.000Z,2017-06-10 04:04:32+00:00,0,0,0,0,0,0,3,0,0,outro_entrega,problemas_de_entrega,2017-05-24T12:43:47.000Z,2017-05-24,4,4,2017-06-08T14:22:22.992Z,2017-05-24T12:43:47.000Z,1301915
2882,2883,delivered,99.99,47.23,1,1,2018-02-11T20:44:04.000Z,2018-02-11T21:20:21.355Z,2018-04-02T00:00:00.000Z,2018-03-06T23:16:51.622Z,Joao Pessoa,PB,580,informatica_acessorios,58,1390,2,1,"",vendeu um produto e entregou outro de qualidade infinitamente inferior,2018-03-07T00:00:00.000Z,2018-03-10 06:26:34+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2018-02-11T20:44:04.000Z,2018-02-11,3,1,2018-03-06T23:16:51.622Z,2018-02-11T20:44:04.000Z,1996367
2883,2884,delivered,64.9,20.18,1,1,2018-03-16T14:45:05.000Z,2018-03-17T02:50:40.925Z,2018-04-05T00:00:00.000Z,2018-04-05T15:06:42.397Z,Campinas,SP,130,cama_mesa_banho,60,171,2,5,"",bom,2018-04-06T00:00:00.000Z,2018-04-09 13:28:42+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-03-16T14:45:05.000Z,2018-03-16,3,6,2018-04-05T15:06:42.397Z,2018-03-16T14:45:05.000Z,1729297
2884,2885,delivered,34.9,7.35,1,2,2018-01-07T17:01:02.000Z,2018-01-07T17:09:20.539Z,2018-01-31T00:00:00.000Z,2018-01-15T14:52:51.964Z,Sao Paulo,SP,41,cama_mesa_banho,46,113,1,4,"",otimo na medida perfeita recomendo e otimo preço,2018-01-16T00:00:00.000Z,2018-01-20 00:39:22+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-07T17:01:02.000Z,2018-01-07,2,1,2018-01-15T14:52:51.964Z,2018-01-07T17:01:02.000Z,683509
2885,2886,delivered,90.0,7.78,2,1,2017-10-30T19:28:36.000Z,2017-10-31T19:34:37.663Z,2017-11-07T00:00:00.000Z,2017-11-03T16:42:26.807Z,Sao Paulo,SP,41,telefonia,58,399,1,2,"",recebi dois carregadores porem com referencias diferentes modelo cdq x28 correto e o outro que dei de presente e nao serviu,2017-11-04T00:00:00.000Z,2017-11-07 01:20:10+00:00,0,0,0,1,2,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-10-30T19:28:36.000Z,2017-10-30,5,2,2017-11-03T16:42:26.807Z,2017-10-30T19:28:36.000Z,335630
2886,2887,delivered,89.9,17.88,1,1,2017-12-05T15:00:56.000Z,2017-12-05T15:14:53.715Z,2018-01-08T00:00:00.000Z,2018-01-23T17:51:39.401Z,Pelotas,RS,960,brinquedos,59,249,2,1,"",comprei o produto em dezembro e ate agora nao chegou,2018-01-10T00:00:00.000Z,2018-01-10 13:40:01+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-12-05T15:00:56.000Z,2017-12-05,2,3,2018-01-23T17:51:39.401Z,2017-12-05T15:00:56.000Z,4243843
2887,2888,delivered,199.9,14.51,1,1,2018-02-16T12:58:47.000Z,2018-02-16T13:10:45.805Z,2018-03-02T00:00:00.000Z,2018-02-23T15:37:11.296Z,Ferraz de Vasconcelos,SP,85,cama_mesa_banho,60,264,1,5,"",cortina super linda material excelente tamanho perfeito fica linda com o varão de 3 metros superou todas as minhas expectativas deixou meu quarto lindo e elegante e aconchegante parabéns,2018-02-24T00:00:00.000Z,2018-02-26 17:13:59+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-16T12:58:47.000Z,2018-02-16,3,6,2018-02-23T15:37:11.296Z,2018-02-16T12:58:47.000Z,614304
2888,2889,delivered,49.0,13.44,1,1,2017-11-27T20:20:05.000Z,2017-11-29T02:22:29.672Z,2017-12-15T00:00:00.000Z,2017-12-11T16:14:05.216Z,Barueri,SP,64,ferramentas_jardim,59,341,2,5,"",super recomendo em questão valor lindo e prazo,2017-12-12T00:00:00.000Z,2017-12-18 19:19:49+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-11-27T20:20:05.000Z,2017-11-27,5,2,2017-12-11T16:14:05.216Z,2017-11-27T20:20:05.000Z,1194840
2889,2890,delivered,239.99,14.23,1,1,2018-01-28T21:23:39.000Z,2018-01-28T21:32:20.012Z,2018-02-14T00:00:00.000Z,2018-01-30T22:57:59.658Z,Sao Paulo,SP,57,cool_stuff,54,1001,1,1,"",como faço para saber onde minha compra está no rastreio diz que foi entregue mas não recebi,2018-01-31T00:00:00.000Z,2018-02-02 11:15:40+00:00,0,1,0,0,0,0,1,1,0,"","",2018-01-28T21:23:39.000Z,2018-01-28,5,1,2018-01-30T22:57:59.658Z,2018-01-28T21:23:39.000Z,178460
2890,2891,delivered,27.99,11.95,1,2,2017-11-22T10:17:50.000Z,2017-11-23T10:13:35.590Z,2017-12-08T00:00:00.000Z,2017-11-30T14:33:41.707Z,Campinas,SP,130,relogios_presentes,58,568,1,2,"",recebi somente parte do pedido,2017-12-01T00:00:00.000Z,2017-12-01 16:26:19+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-11-22T10:17:50.000Z,2017-11-22,4,4,2017-11-30T14:33:41.707Z,2017-11-22T10:17:50.000Z,706551
2891,2892,delivered,126.0,64.3,1,1,2017-09-26T13:29:35.000Z,2017-09-28T03:04:52.023Z,2017-10-23T00:00:00.000Z,2017-10-10T20:38:03.265Z,Vitoria da Conquista,BA,450,cool_stuff,50,412,1,5,"",bom atendimento de rastreabilidade prazo excelente,2017-10-11T00:00:00.000Z,2017-10-13 15:53:36+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-26T13:29:35.000Z,2017-09-26,5,3,2017-10-10T20:38:03.265Z,2017-09-26T13:29:35.000Z,1235308
2892,2893,delivered,279.8,118.84,2,1,2017-09-18T14:59:21.000Z,2017-09-19T03:38:02.475Z,2017-10-09T00:00:00.000Z,2017-10-04T21:55:22.827Z,Recife,PE,510,moveis_sala,32,327,2,2,"",fiz o pedido de 02 mesas mas recebi apenas uma desde então não obtive nenhum retorno sobre o caso não recomendo esse fornecedor,2017-10-05T00:00:00.000Z,2017-10-10 19:27:42+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-09-18T14:59:21.000Z,2017-09-18,4,2,2017-10-04T21:55:22.827Z,2017-09-18T14:59:21.000Z,1407361
2893,2894,delivered,69.99,16.25,1,1,2017-12-29T13:57:31.000Z,2018-01-03T04:12:27.564Z,2018-02-06T00:00:00.000Z,2018-01-09T18:17:28.307Z,Guarapuava,PR,850,brinquedos,34,867,2,4,"",produto simples mas que atendeu a expectativa em razão di baixo custo boa opção de presente entrega antecipou,2018-01-10T00:00:00.000Z,2018-01-10 22:10:04+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-12-29T13:57:31.000Z,2017-12-29,5,6,2018-01-09T18:17:28.307Z,2017-12-29T13:57:31.000Z,965997
2894,2895,delivered,49.0,7.78,1,1,2018-02-19T16:35:39.000Z,2018-02-19T17:47:28.768Z,2018-03-05T00:00:00.000Z,2018-02-21T17:35:45.981Z,Sao Paulo,SP,10,relogios_presentes,59,110,3,4,"",gostei veio no prazo,2018-02-22T00:00:00.000Z,2018-02-23 16:02:49+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-19T16:35:39.000Z,2018-02-19,4,2,2018-02-21T17:35:45.981Z,2018-02-19T16:35:39.000Z,176406
2895,2896,delivered,89.7,23.61,1,4,2018-04-01T12:30:13.000Z,2018-04-01T13:10:10.786Z,2018-04-19T00:00:00.000Z,2018-04-07T00:38:56.491Z,Lavras,MG,372,pet_shop,51,1592,2,1,"",não recebi as botinhas,2018-04-07T00:00:00.000Z,2018-04-11 04:11:59+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-04-01T12:30:13.000Z,2018-04-01,1,1,2018-04-07T00:38:56.491Z,2018-04-01T12:30:13.000Z,475723
2896,2897,delivered,69.0,15.23,1,1,2018-02-13T14:35:47.000Z,2018-02-13T14:48:18.887Z,2018-03-20T00:00:00.000Z,2018-02-27T21:49:07.604Z,Vespasiano,MG,332,cool_stuff,44,379,1,1,"",compramos nks e veio mondial decepicionada,2018-02-28T00:00:00.000Z,2018-03-01 04:58:49+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2018-02-13T14:35:47.000Z,2018-02-13,3,3,2018-02-27T21:49:07.604Z,2018-02-13T14:35:47.000Z,1235600
